time,open,high,low,close,tick_volume,spread,real_volume
2025-02-19 06:00:00,2932.775,2935.872,2930.754,2931.728,6107,160,0
2025-02-19 07:00:00,2931.683,2935.887,2930.441,2934.25,7932,159,0
2025-02-19 08:00:00,2934.21,2940.04,2933.718,2938.602,9544,159,0
2025-02-19 09:00:00,2938.554,2946.666,2938.121,2945.517,9029,159,0
2025-02-19 10:00:00,2945.534,2947.041,2942.607,2944.795,6578,159,0
2025-02-19 11:00:00,2944.728,2946.058,2934.023,2935.079,7583,159,0
2025-02-19 12:00:00,2935.059,2936.716,2931.202,2933.521,9740,159,0
2025-02-19 13:00:00,2933.502,2941.657,2932.459,2936.258,13989,159,0
2025-02-19 14:00:00,2936.225,2940.642,2930.193,2938.095,19590,159,0
2025-02-19 15:00:00,2938.07,2939.168,2925.498,2925.721,13992,159,0
2025-02-19 16:00:00,2925.729,2930.879,2922.986,2928.06,14832,159,0
2025-02-19 17:00:00,2928.085,2929.831,2921.488,2923.841,9417,159,0
2025-02-19 18:00:00,2923.801,2926.607,2918.591,2925.012,11083,159,0
2025-02-19 19:00:00,2924.932,2932.338,2923.467,2931.754,8169,159,0
2025-02-19 20:00:00,2931.715,2936.642,2931.292,2935.874,7545,159,0
2025-02-19 21:00:00,2935.836,2937.461,2932.366,2932.97,3128,159,0
2025-02-19 23:00:00,2933.724,2936.202,2933.526,2935.384,2709,159,0
2025-02-20 00:00:00,2935.386,2941.322,2935.386,2940.821,4962,159,0
2025-02-20 01:00:00,2940.879,2942.449,2934.594,2937.157,10620,159,0
2025-02-20 02:00:00,2937.093,2941.579,2933.852,2941.005,8393,159,0
2025-02-20 03:00:00,2940.999,2944.07,2940.592,2941.913,5416,159,0
2025-02-20 04:00:00,2941.933,2942.644,2939.267,2939.89,4500,159,0
2025-02-20 05:00:00,2939.939,2946.877,2939.354,2946.772,5297,159,0
2025-02-20 06:00:00,2946.76,2948.954,2943.924,2947.693,6764,159,0
2025-02-20 07:00:00,2947.665,2954.216,2946.396,2948.925,6780,159,0
2025-02-20 08:00:00,2948.955,2954.791,2948.955,2954.523,6338,159,0
2025-02-20 09:00:00,2954.522,2954.975,2949.958,2951.502,6580,159,0
2025-02-20 10:00:00,2951.477,2954.857,2949.058,2952.316,8635,159,0
2025-02-20 11:00:00,2952.361,2952.903,2947.163,2948.768,6380,159,0
2025-02-20 12:00:00,2948.743,2950.825,2938.746,2945.369,12101,159,0
2025-02-20 13:00:00,2945.408,2947.665,2933.786,2934.032,18206,159,0
2025-02-20 14:00:00,2933.991,2939.988,2924.123,2935.136,22539,159,0
2025-02-20 15:00:00,2935.164,2939.579,2931.618,2938.545,14916,159,0
2025-02-20 16:00:00,2938.503,2945.647,2935.981,2943.02,10808,159,0
2025-02-20 17:00:00,2943.008,2946.996,2939.971,2940.565,9322,159,0
2025-02-20 18:00:00,2940.519,2942.505,2937.407,2941.764,9117,159,0
2025-02-20 19:00:00,2941.797,2941.905,2933.528,2937.888,7216,159,0
2025-02-20 20:00:00,2938.034,2938.778,2935.521,2937.804,6860,159,0
2025-02-20 21:00:00,2937.777,2940.308,2937.47,2938.627,3931,160,0
2025-02-20 23:00:00,2939.784,2943.433,2938.47,2941.53,3211,159,0
2025-02-21 00:00:00,2941.57,2942.75,2937.287,2940.001,4310,159,0
2025-02-21 01:00:00,2940.008,2949.759,2926.847,2928.821,15161,159,0
2025-02-21 02:00:00,2928.787,2941.085,2926.286,2939.123,12734,159,0
2025-02-21 03:00:00,2939.142,2939.837,2927.138,2931.262,12295,159,0
2025-02-21 04:00:00,2931.262,2932.302,2926.608,2928.495,5974,159,0
2025-02-21 05:00:00,2928.459,2934.048,2924.186,2930.177,10359,159,0
2025-02-21 06:00:00,2930.212,2931.498,2925.618,2929.735,8982,159,0
2025-02-21 07:00:00,2929.723,2933.036,2929.121,2930.07,5954,159,0
2025-02-21 08:00:00,2930.032,2931.266,2916.682,2923.226,11977,159,0
2025-02-21 09:00:00,2923.197,2929.68,2923.036,2929.336,7376,159,0
2025-02-21 10:00:00,2929.328,2931.049,2928.848,2930.527,5067,160,0
2025-02-21 11:00:00,2930.549,2936.127,2928.016,2928.376,6552,159,0
2025-02-21 12:00:00,2928.411,2935.27,2927.523,2930.146,7581,159,0
2025-02-21 13:00:00,2930.104,2934.574,2926.882,2930.946,11896,159,0
2025-02-21 14:00:00,2930.92,2939.091,2928.206,2933.898,16666,159,0
2025-02-21 15:00:00,2933.748,2935.744,2921.588,2928.696,17541,159,0
2025-02-21 16:00:00,2928.67,2938.475,2927.325,2936.72,9971,159,0
2025-02-21 17:00:00,2936.718,2941.677,2936.16,2939.73,7440,159,0
2025-02-21 18:00:00,2939.691,2942.804,2937.758,2941.847,8601,159,0
2025-02-21 19:00:00,2941.86,2942.615,2932.897,2933.398,7438,159,0
2025-02-21 20:00:00,2933.374,2937.17,2932.439,2934.732,7713,159,0
2025-02-21 21:00:00,2934.707,2938.227,2932.144,2936.453,4040,159,0
2025-02-23 23:00:00,2939.411,2940.553,2936.426,2936.867,6023,159,0
2025-02-24 00:00:00,2936.863,2938.049,2929.597,2930.139,6457,159,0
2025-02-24 01:00:00,2930.18,2931.449,2921.316,2928.047,18559,159,0
2025-02-24 02:00:00,2928.004,2940.987,2925.018,2940.877,11273,159,0
2025-02-24 03:00:00,2940.829,2944.781,2939.768,2941.104,14859,159,0
2025-02-24 04:00:00,2941.133,2943.037,2937.781,2940.679,8230,159,0
2025-02-24 05:00:00,2940.748,2942.115,2935.591,2936.358,8167,159,0
2025-02-24 06:00:00,2936.32,2942.008,2935.211,2938.673,7078,159,0
2025-02-24 07:00:00,2938.648,2944.985,2938.26,2943.809,6259,159,0
2025-02-24 08:00:00,2943.85,2948.737,2938.167,2946.399,8540,159,0
2025-02-24 09:00:00,2946.343,2948.301,2942.826,2944.275,7122,159,0
2025-02-24 10:00:00,2944.311,2944.737,2934.892,2938.292,6213,159,0
2025-02-24 11:00:00,2938.39,2948.19,2937.676,2947.786,7378,159,0
2025-02-24 12:00:00,2947.709,2951.141,2945.447,2946.474,7097,159,0
2025-02-24 13:00:00,2946.424,2954.661,2946.256,2954.396,11194,159,0
2025-02-24 14:00:00,2954.395,2956.199,2934.621,2938.722,19538,159,0
2025-02-24 15:00:00,2938.659,2940.476,2930.694,2936.524,18097,159,0
2025-02-24 16:00:00,2936.5,2943.666,2936.466,2943.415,10941,159,0
2025-02-24 17:00:00,2943.451,2944.82,2940.99,2943.316,8022,159,0
2025-02-24 18:00:00,2943.343,2947.956,2942.801,2947.358,6097,159,0
2025-02-24 19:00:00,2947.394,2949.904,2946.861,2949.159,5331,159,0
2025-02-24 20:00:00,2949.214,2951.53,2947.038,2950.601,5456,159,0
2025-02-24 21:00:00,2950.641,2953.187,2950.291,2952.675,3037,160,0
2025-02-24 23:00:00,2953.028,2953.91,2948.222,2949.996,5160,159,0
2025-02-25 00:00:00,2949.957,2952.552,2948.269,2949.689,3978,159,0
2025-02-25 01:00:00,2949.723,2952.496,2945.239,2949.563,9595,159,0
2025-02-25 02:00:00,2949.526,2952.364,2947.08,2948.6,7393,159,0
2025-02-25 03:00:00,2948.564,2949.519,2937.51,2939.513,8895,159,0
2025-02-25 04:00:00,2939.564,2939.88,2935.001,2936.877,6431,159,0
2025-02-25 05:00:00,2936.841,2940.964,2936.566,2937.976,6386,159,0
2025-02-25 06:00:00,2937.913,2938.475,2933.489,2935.866,6216,159,0
2025-02-25 07:00:00,2935.926,2940.449,2930.471,2931.736,9601,159,0
2025-02-25 08:00:00,2931.762,2942.431,2929.488,2941.554,9465,159,0
2025-02-25 09:00:00,2941.62,2942.428,2937.456,2938.902,6526,159,0
2025-02-25 10:00:00,2938.964,2941.546,2937.381,2937.565,6533,159,0
2025-02-25 11:00:00,2937.604,2940.583,2937.126,2938.626,5968,159,0
2025-02-25 12:00:00,2938.68,2941.321,2924.018,2928.574,15187,159,0
2025-02-25 13:00:00,2928.616,2937.986,2926.166,2937.418,18109,159,0
2025-02-25 14:00:00,2937.383,2944.949,2932.062,2932.953,15789,159,0
2025-02-25 15:00:00,2932.851,2934.911,2900.498,2905.866,35995,159,0
2025-02-25 16:00:00,2905.892,2906.905,2888.229,2896.359,26498,159,0
2025-02-25 17:00:00,2896.393,2908.797,2893.588,2907.604,12884,159,0
2025-02-25 18:00:00,2907.639,2912.225,2905.353,2909.538,10200,159,0
2025-02-25 19:00:00,2909.524,2913.899,2905.717,2912.051,6682,159,0
2025-02-25 20:00:00,2912.074,2913.367,2910.817,2912.727,6534,159,0
2025-02-25 21:00:00,2912.767,2917.337,2912.615,2915.089,5058,159,0
2025-02-25 23:00:00,2914.903,2919.051,2913.579,2918.604,4977,159,0
2025-02-26 00:00:00,2918.637,2926.094,2918.637,2923.548,7028,159,0
2025-02-26 01:00:00,2923.453,2930.141,2915.162,2917.774,10957,160,0
2025-02-26 02:00:00,2917.751,2923.135,2914.799,2921.11,8369,159,0
2025-02-26 03:00:00,2921.15,2921.724,2916.434,2917.295,4727,159,0
2025-02-26 04:00:00,2917.264,2918.951,2912.665,2915.076,5354,159,0
2025-02-26 05:00:00,2915.06,2921.014,2914.813,2915.413,5832,159,0
2025-02-26 06:00:00,2915.406,2916.24,2906.62,2906.62,6756,159,0
2025-02-26 07:00:00,2906.654,2917.44,2905.809,2915.529,9106,159,0
2025-02-26 08:00:00,2915.504,2918.426,2909.518,2917.961,9268,159,0
2025-02-26 09:00:00,2917.928,2918.965,2912.195,2913.226,6835,159,0
2025-02-26 10:00:00,2913.21,2916.936,2910.984,2912.74,6342,159,0
2025-02-26 11:00:00,2912.719,2915.387,2912.042,2913.815,4904,159,0
2025-02-26 12:00:00,2913.772,2915.471,2910.061,2913.915,6220,159,0
2025-02-26 13:00:00,2913.913,2915.023,2905.448,2905.994,11540,159,0
2025-02-26 14:00:00,2905.97,2906.244,2890.669,2901.507,27424,159,0
2025-02-26 15:00:00,2901.574,2914.309,2898.458,2913.199,15873,159,0
2025-02-26 16:00:00,2913.239,2916.692,2909.9,2913.11,11347,159,0
2025-02-26 17:00:00,2913.014,2916.279,2910.335,2913.742,10125,159,0
2025-02-26 18:00:00,2913.683,2916.242,2912.36,2914.857,6974,159,0
2025-02-26 19:00:00,2914.879,2916.309,2913.305,2913.934,5006,159,0
2025-02-26 20:00:00,2913.921,2916.758,2911.996,2916.303,5525,159,0
2025-02-26 21:00:00,2916.268,2918.816,2915.882,2916.266,3806,159,0
2025-02-26 23:00:00,2916.968,2920.791,2915.657,2919.118,3140,160,0
2025-02-27 00:00:00,2919.176,2919.176,2915.906,2917.086,3351,159,0
2025-02-27 01:00:00,2917.147,2918.313,2911.021,2912.581,9745,159,0
2025-02-27 02:00:00,2912.574,2914.816,2904.352,2906.722,9207,159,0
2025-02-27 03:00:00,2906.78,2909.096,2905.246,2905.729,7059,160,0
2025-02-27 04:00:00,2905.768,2906.555,2896.266,2897.391,7318,159,0
2025-02-27 05:00:00,2897.436,2898.526,2888.571,2890.966,13894,159,0
2025-02-27 06:00:00,2890.975,2898.424,2890.565,2894.152,10906,159,0
2025-02-27 07:00:00,2894.115,2896.762,2887.924,2891.988,11080,159,0
2025-02-27 08:00:00,2891.944,2892.128,2880.668,2881.447,14292,159,0
2025-02-27 09:00:00,2881.397,2893.524,2876.95,2887.387,12759,159,0
2025-02-27 10:00:00,2887.416,2894.991,2886.514,2892.148,7378,159,0
2025-02-27 11:00:00,2892.176,2894.914,2883.439,2883.945,9127,159,0
2025-02-27 12:00:00,2884.054,2888.722,2883.134,2885.1,9488,159,0
2025-02-27 13:00:00,2885.06,2892.176,2881.073,2888.909,23559,159,0
2025-02-27 14:00:00,2888.88,2892.452,2867.74,2872.25,29546,159,0
2025-02-27 15:00:00,2872.198,2882.536,2870.42,2872.362,24444,159,0
2025-02-27 16:00:00,2872.392,2878.237,2871.809,2877.591,12643,159,0
2025-02-27 17:00:00,2877.559,2883.762,2876.101,2883.175,9901,159,0
2025-02-27 18:00:00,2883.195,2887.429,2882.857,2887.376,8689,159,0
2025-02-27 19:00:00,2887.463,2887.717,2877.24,2879.21,10010,159,0
2025-02-27 20:00:00,2879.248,2879.329,2872.769,2873.926,12763,159,0
2025-02-27 21:00:00,2873.888,2877.962,2871.325,2877.091,4439,159,0
2025-02-27 23:00:00,2877.652,2878.44,2874.78,2876.063,4448,160,0
2025-02-28 00:00:00,2876.069,2880.323,2874.92,2877.013,4421,159,0
2025-02-28 01:00:00,2877.051,2885.034,2873.834,2874.83,11769,159,0
2025-02-28 02:00:00,2874.772,2877.914,2870.339,2873.366,11871,159,0
2025-02-28 03:00:00,2873.328,2876.289,2863.706,2865.751,10083,159,0
2025-02-28 04:00:00,2865.731,2866.054,2856.942,2863.517,12450,159,0
2025-02-28 05:00:00,2863.42,2866.996,2861.805,2864.167,9599,159,0
2025-02-28 06:00:00,2864.191,2866.678,2861.906,2863.548,9080,159,0
2025-02-28 07:00:00,2863.597,2865.249,2857.318,2858.678,9236,159,0
2025-02-28 08:00:00,2858.639,2860.319,2851.048,2855.991,10428,159,0
2025-02-28 09:00:00,2855.878,2864.241,2855.715,2862.373,8742,159,0
2025-02-28 10:00:00,2862.337,2864.852,2860.674,2862.744,6578,159,0
2025-02-28 11:00:00,2862.81,2863.683,2859.119,2862.174,6137,159,0
2025-02-28 12:00:00,2862.216,2864.99,2854.294,2856.224,9202,159,0
2025-02-28 13:00:00,2856.273,2862.247,2848.274,2848.622,17988,159,0
2025-02-28 14:00:00,2848.655,2851.762,2833.427,2833.891,23224,159,0
2025-02-28 15:00:00,2833.864,2850.707,2832.578,2850.192,24415,159,0
2025-02-28 16:00:00,2850.22,2853.908,2846.27,2848.583,15710,159,0
2025-02-28 17:00:00,2848.547,2851.577,2844.502,2845.077,10276,159,0
2025-02-28 18:00:00,2845.041,2847.758,2838.076,2845.292,12547,159,0
2025-02-28 19:00:00,2845.328,2850.946,2844.141,2849.636,7625,159,0
2025-02-28 20:00:00,2849.606,2855.155,2847.79,2854.77,8299,159,0
2025-02-28 21:00:00,2854.736,2859.671,2853.403,2858.314,4785,160,0
2025-03-02 23:00:00,2873.556,2876.984,2864.016,2870.799,14057,159,0
2025-03-03 00:00:00,2870.866,2871.418,2865.177,2865.724,8668,159,0
2025-03-03 01:00:00,2865.81,2872.055,2864.086,2870.802,12241,159,0
2025-03-03 02:00:00,2870.794,2872.004,2867.755,2868.266,6530,159,0
2025-03-03 03:00:00,2868.222,2868.222,2859.251,2864.778,8784,159,0
2025-03-03 04:00:00,2864.85,2868.54,2863.071,2867.34,4858,159,0
2025-03-03 05:00:00,2867.297,2867.433,2861.253,2863.818,5996,159,0
2025-03-03 06:00:00,2863.796,2866.021,2861.802,2865.634,7147,159,0
2025-03-03 07:00:00,2865.659,2866.357,2860.093,2863.208,6756,159,0
2025-03-03 08:00:00,2863.252,2868.802,2858.83,2868.515,9179,159,0
2025-03-03 09:00:00,2868.596,2871.558,2864.324,2867.465,9057,159,0
2025-03-03 10:00:00,2867.492,2873.625,2867.187,2871.919,6443,159,0
2025-03-03 11:00:00,2871.961,2875.413,2871.272,2874.402,6125,159,0
2025-03-03 12:00:00,2874.381,2877.69,2873.919,2875.653,7388,159,0
2025-03-03 13:00:00,2875.614,2876.309,2868.858,2872.669,13358,159,0
2025-03-03 14:00:00,2872.619,2883.058,2871.227,2877.104,15230,159,0
2025-03-03 15:00:00,2877.13,2890.54,2873.839,2887.771,19045,159,0
2025-03-03 16:00:00,2887.862,2893.106,2886.037,2891.439,9632,159,0
2025-03-03 17:00:00,2891.478,2892.964,2887.344,2890.826,8135,159,0
2025-03-03 18:00:00,2890.93,2892.486,2886.628,2889.922,9872,159,0
2025-03-03 19:00:00,2889.991,2891.294,2879.723,2881.612,9898,159,0
2025-03-03 20:00:00,2881.655,2891.455,2878.312,2890.434,12283,159,0
2025-03-03 21:00:00,2890.474,2895.267,2890.201,2893.762,4736,159,0
2025-03-03 23:00:00,2892.198,2893.383,2890.505,2890.886,4215,160,0
2025-03-04 00:00:00,2890.863,2893.734,2890.176,2891.88,4843,159,0
2025-03-04 01:00:00,2891.841,2893.061,2881.944,2888.346,10959,159,0
2025-03-04 02:00:00,2888.319,2889.441,2884.695,2885.522,7657,159,0
2025-03-04 03:00:00,2885.472,2893.016,2884.891,2888.606,6999,159,0
2025-03-04 04:00:00,2888.57,2892.713,2886.733,2891.348,5428,159,0
2025-03-04 05:00:00,2891.245,2894.468,2888.468,2889.713,7474,159,0
2025-03-04 06:00:00,2889.695,2889.955,2884.391,2887.351,6771,159,0
2025-03-04 07:00:00,2887.402,2901.48,2887.01,2899.923,9429,159,0
2025-03-04 08:00:00,2899.908,2918.724,2896.758,2913.959,14407,159,0
2025-03-04 09:00:00,2914.0,2921.34,2912.493,2918.149,9015,159,0
2025-03-04 10:00:00,2918.114,2918.185,2912.138,2914.628,8126,159,0
2025-03-04 11:00:00,2914.667,2921.773,2913.069,2919.932,7254,159,0
2025-03-04 12:00:00,2920.02,2925.576,2918.625,2924.768,8585,159,0
2025-03-04 13:00:00,2924.797,2927.891,2919.807,2922.514,16522,159,0
2025-03-04 14:00:00,2922.586,2923.056,2903.307,2903.542,22279,159,0
2025-03-04 15:00:00,2903.567,2912.365,2900.354,2906.102,23477,159,0
2025-03-04 16:00:00,2906.087,2916.012,2903.694,2915.076,13786,159,0
2025-03-04 17:00:00,2915.185,2916.383,2911.108,2911.647,9193,159,0
2025-03-04 18:00:00,2911.567,2915.179,2908.239,2911.197,7408,159,0
2025-03-04 19:00:00,2911.213,2916.501,2911.106,2916.087,6835,159,0
2025-03-04 20:00:00,2916.044,2920.523,2914.352,2917.196,8050,159,0
2025-03-04 21:00:00,2917.249,2918.438,2913.269,2917.512,5241,160,0
2025-03-04 23:00:00,2918.216,2918.216,2914.267,2914.363,3351,159,0
2025-03-05 00:00:00,2914.36,2917.157,2912.193,2914.133,4779,159,0
2025-03-05 01:00:00,2914.125,2915.11,2903.445,2907.235,15285,159,0
2025-03-05 02:00:00,2907.235,2914.569,2902.124,2904.266,12564,159,0
2025-03-05 03:00:00,2904.241,2913.503,2903.322,2908.743,10251,159,0
2025-03-05 04:00:00,2908.714,2912.676,2908.576,2910.477,5783,159,0
2025-03-05 05:00:00,2910.481,2918.711,2909.992,2918.646,7152,159,0
2025-03-05 06:00:00,2918.603,2921.627,2913.505,2917.034,8463,159,0
2025-03-05 07:00:00,2917.023,2919.839,2913.049,2917.989,9497,159,0
2025-03-05 08:00:00,2917.947,2921.938,2916.676,2919.91,10712,159,0
2025-03-05 09:00:00,2919.928,2922.528,2913.245,2918.899,10524,159,0
2025-03-05 10:00:00,2918.878,2919.195,2909.01,2913.286,8709,159,0
2025-03-05 11:00:00,2913.28,2917.231,2911.97,2913.218,8060,159,0
2025-03-05 12:00:00,2913.278,2919.239,2912.245,2916.096,9350,159,0
2025-03-05 13:00:00,2916.152,2916.509,2894.294,2899.878,22822,159,0
2025-03-05 14:00:00,2899.919,2917.163,2897.596,2912.503,26280,159,0
2025-03-05 15:00:00,2912.389,2923.808,2908.106,2917.197,28949,159,0
2025-03-05 16:00:00,2917.157,2930.042,2915.137,2923.838,17473,159,0
2025-03-05 17:00:00,2923.877,2925.359,2913.659,2915.897,13534,159,0
2025-03-05 18:00:00,2915.949,2920.673,2911.226,2917.448,12591,159,0
2025-03-05 19:00:00,2917.48,2921.356,2916.276,2920.551,7888,159,0
2025-03-05 20:00:00,2920.512,2923.143,2919.511,2922.142,8171,159,0
2025-03-05 21:00:00,2922.178,2922.381,2917.732,2918.914,3066,159,0
2025-03-05 23:00:00,2918.008,2918.966,2916.711,2918.236,2927,159,0
2025-03-06 00:00:00,2918.237,2920.314,2916.554,2916.75,4037,159,0
2025-03-06 01:00:00,2916.785,2925.68,2915.899,2924.606,9366,159,0
2025-03-06 02:00:00,2924.617,2926.584,2922.893,2925.546,6715,159,0
2025-03-06 03:00:00,2925.552,2925.609,2920.081,2921.261,6005,159,0
2025-03-06 04:00:00,2921.227,2921.562,2916.285,2917.396,4775,160,0
2025-03-06 05:00:00,2917.359,2920.749,2914.499,2919.815,6403,159,0
2025-03-06 06:00:00,2919.782,2923.073,2919.782,2920.587,6780,159,0
2025-03-06 07:00:00,2920.625,2922.558,2909.757,2910.147,12610,159,0
2025-03-06 08:00:00,2910.18,2911.53,2901.06,2904.769,14272,159,0
2025-03-06 09:00:00,2904.707,2905.296,2891.159,2894.336,12741,159,0
2025-03-06 10:00:00,2894.264,2905.171,2891.955,2899.268,12302,159,0
2025-03-06 11:00:00,2899.221,2907.573,2898.525,2905.714,10389,159,0
2025-03-06 12:00:00,2905.76,2907.247,2899.238,2903.13,12683,159,0
2025-03-06 13:00:00,2903.121,2909.407,2900.865,2904.44,18171,159,0
2025-03-06 14:00:00,2904.412,2916.616,2903.345,2915.11,18355,159,0
2025-03-06 15:00:00,2915.147,2922.764,2908.955,2914.497,21791,159,0
2025-03-06 16:00:00,2914.53,2918.502,2912.538,2917.196,12857,159,0
2025-03-06 17:00:00,2917.257,2921.403,2914.336,2915.587,9111,159,0
2025-03-06 18:00:00,2915.612,2920.649,2913.745,2916.228,8779,159,0
2025-03-06 19:00:00,2916.262,2917.732,2912.337,2914.04,7993,159,0
2025-03-06 20:00:00,2914.013,2916.625,2908.373,2908.703,8523,159,0
2025-03-06 21:00:00,2908.745,2911.896,2908.395,2911.032,3727,159,0
2025-03-06 23:00:00,2912.057,2913.622,2909.93,2910.359,4676,159,0
2025-03-07 00:00:00,2910.292,2910.326,2896.597,2904.73,11838,159,0
2025-03-07 01:00:00,2904.768,2910.219,2901.442,2906.844,15096,159,0
2025-03-07 02:00:00,2906.804,2909.256,2901.18,2908.124,11875,159,0
2025-03-07 03:00:00,2908.074,2908.984,2903.919,2905.314,8921,159,0
2025-03-07 04:00:00,2905.285,2908.368,2904.747,2906.647,7302,159,0
2025-03-07 05:00:00,2906.652,2912.591,2906.444,2909.609,8517,159,0
2025-03-07 06:00:00,2909.562,2914.831,2907.784,2913.415,8129,159,0
2025-03-07 07:00:00,2913.404,2917.279,2911.634,2917.098,7946,159,0
2025-03-07 08:00:00,2917.138,2922.965,2915.243,2922.385,8927,159,0
2025-03-07 09:00:00,2922.367,2923.007,2920.197,2921.626,7456,159,0
2025-03-07 10:00:00,2921.606,2921.874,2917.007,2917.898,8957,159,0
2025-03-07 11:00:00,2917.95,2922.123,2916.629,2918.7,8899,159,0
2025-03-07 12:00:00,2918.796,2922.841,2917.923,2918.782,9863,159,0
2025-03-07 13:00:00,2918.747,2926.471,2910.211,2913.829,26475,159,0
2025-03-07 14:00:00,2913.777,2928.826,2903.57,2926.774,27827,159,0
2025-03-07 15:00:00,2926.732,2930.525,2908.558,2915.819,26113,159,0
2025-03-07 16:00:00,2915.783,2919.423,2911.557,2914.002,16313,159,0
2025-03-07 17:00:00,2913.969,2916.205,2905.051,2908.174,16207,159,0
2025-03-07 18:00:00,2908.13,2908.782,2901.86,2906.545,14090,159,0
2025-03-07 19:00:00,2906.587,2909.52,2904.505,2905.229,11242,159,0
2025-03-07 20:00:00,2905.199,2911.138,2904.716,2909.699,7700,159,0
2025-03-07 21:00:00,2909.723,2912.633,2908.49,2911.256,3200,159,0
2025-03-09 22:00:00,2912.347,2915.158,2909.626,2911.935,5404,159,0
2025-03-09 23:00:00,2911.979,2917.051,2911.406,2916.187,4904,160,0
2025-03-10 00:00:00,2916.19,2917.949,2912.984,2913.852,7146,159,0
2025-03-10 01:00:00,2913.889,2918.312,2911.327,2912.156,11429,159,0
2025-03-10 02:00:00,2912.12,2914.551,2909.474,2911.484,8053,159,0
2025-03-10 03:00:00,2911.444,2913.643,2908.128,2910.943,9058,159,0
2025-03-10 04:00:00,2910.982,2912.667,2910.254,2910.984,4688,159,0
2025-03-10 05:00:00,2911.025,2911.952,2906.962,2909.848,6364,159,0
2025-03-10 06:00:00,2909.796,2914.599,2909.279,2914.351,7179,159,0
2025-03-10 07:00:00,2914.41,2915.429,2904.333,2908.444,9246,159,0
2025-03-10 08:00:00,2908.371,2910.641,2897.509,2897.822,12576,159,0
2025-03-10 09:00:00,2897.797,2915.472,2896.71,2911.28,14221,159,0
2025-03-10 10:00:00,2911.236,2911.417,2898.309,2902.916,11958,159,0
2025-03-10 11:00:00,2902.981,2904.747,2895.606,2904.027,12653,159,0
2025-03-10 12:00:00,2904.029,2907.729,2900.361,2906.59,16720,159,0
2025-03-10 13:00:00,2906.632,2908.625,2897.684,2903.693,21007,159,0
2025-03-10 14:00:00,2903.664,2909.199,2900.85,2907.983,23690,159,0
2025-03-10 15:00:00,2908.026,2910.619,2900.562,2904.458,16541,159,0
2025-03-10 16:00:00,2904.489,2906.881,2895.864,2895.932,11781,159,0
2025-03-10 17:00:00,2895.908,2896.147,2882.733,2886.03,17255,159,0
2025-03-10 18:00:00,2886.111,2889.507,2880.192,2885.581,12834,159,0
2025-03-10 19:00:00,2885.557,2890.999,2880.222,2885.436,13301,159,0
2025-03-10 20:00:00,2885.467,2889.202,2884.249,2889.086,3949,159,0
2025-03-10 22:00:00,2888.412,2890.163,2884.022,2884.72,3919,159,0
2025-03-10 23:00:00,2884.731,2885.852,2882.332,2884.685,4182,159,0
2025-03-11 00:00:00,2884.724,2888.616,2884.135,2887.229,7856,159,0
2025-03-11 01:00:00,2887.28,2890.979,2880.093,2890.612,13118,159,0
2025-03-11 02:00:00,2890.569,2900.497,2889.897,2899.005,10335,159,0
2025-03-11 03:00:00,2899.043,2899.389,2895.201,2896.91,6256,159,0
2025-03-11 04:00:00,2896.91,2898.691,2895.472,2897.687,5043,159,0
2025-03-11 05:00:00,2897.699,2899.085,2892.752,2895.787,7047,159,0
2025-03-11 06:00:00,2895.812,2902.827,2893.479,2902.302,9038,159,0
